Source,Target,Weight
fall,interest,1
interest,rate-sensit,1
rate-sensit,area,1
area,like,1
area,stock,1
area,market,1
small-cap,russel,1
russel,2000,1
2000,index,1
index,(,1
^rut,),1
exampl,.,1
bad,area,1
stock,market,1
lead,healthier,1
healthier,backdrop,1
backdrop,earn,1
earn,growth,1
pose,risk,1
risk,valuat,1
valuat,",",1
prefer,larg,1
larg,cap,2
cap,area,1
cap,energi,1
underpr,better,1
better,expect,1
regim,",",1
energi,",",1
